type_debris,waste_quantity,pickup_name,pickup_address,pickup_city,pickup_state,pickup_zip,pickup_lat,pickup_lng,pickup_geocode_confidence,generator_name,generator_address,generator_city,generator_state,generator_zip,transporter_name,receiving_name,receiving_address,receiving_city,receiving_state,receiving_zip,receiving_lat,receiving_lng,receiving_geocode_confidence
General Fill,30 Tons,Pacific Development,"Pacific Street, off Vanderbilt Avenue",Brooklyn,NY,11217,40.6854921,-73.9831811,unconfirmed,"Russo Development Enterprises, Inc.",67 East Avenue,Lawrence,NY,11559,"Russo Development Enterprises, Inc.",Russo Recycling Company,24812 Brookville Blvd,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed
Mix/Other,40 Cubic Yards,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Blvd.,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",Wavecrest Gardens,Beach 20 St. & Seagirt Blvd.,Far Rockaway,NY,11691,40.595237,-73.7539981,unconfirmed
Mix/Other,40 Cubic Yards,Russo Recycling Company,248-12 Brockville Blvd.,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",Wavecrest Gardens,Beach 20 St. & Seagirt Blvd.,Far Rockaway,NY,11691,40.595237,-73.7539981,unconfirmed
Construction Waste,40 Cubic Yards,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Blvd.,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",Wavecrest Gardens,Beach 20 St. & Seagirt Blvd.,Far Rockaway,NY,11691,40.595237,-73.7539981,unconfirmed
Mix/Other,40 Cubic Yards,Russo Recycling Company,248-12 Brookville Blvd. Rosedale New York 11422,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Blvd.,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",Wavecrest Gardens,Beach 20 St. & Seagirt Blvd.,Far Rockaway,NY,11691,40.595237,-73.7539981,unconfirmed
Mix/Other,40 Cubic Yards,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Blvd.,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",Wavecrest Gardens,Beach 20 St. & Seagirt Blvd.,Far Rockaway,NY,11691,40.595237,-73.7539981,unconfirmed
Limited-Use Fill,40 Cubic Yards,Russo Recycling Company,248-12 Brookville Blvd.,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Blvd.,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",Wavecrest Gardens,Beach 20 St. & Seagirt Blvd.,Far Rockaway,NY,11691,40.595237,-73.7539981,unconfirmed
Mix/Other,40 Cubic Yards,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Blvd.,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",Wavecrest Gardens,Beach 20 St. & Seagirt Blvd.,Far Rockaway,NY,11691,40.595237,-73.7539981,unconfirmed
Mix/Other,40 Cubic Yards,Russo Recycling Company,248-12 Brookville Blvd.,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Blvd.,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",Wavecrest Gardens,Beach 20 St. & Seagirt Blvd.,Far Rockaway,NY,11691,40.595237,-73.7539981,unconfirmed
Mix/Other,40 Cubic Yards,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Blvd.,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",Wavecrest Gardens,Beach 20 St. & Seagirt Blvd.,Far Rockaway,NY,11691,40.595237,-73.7539981,unconfirmed
Mix/Other,40 Cubic Yards,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Blvd.,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",Wavecrest Gardens,Beach 20 St. & Seagirt Blvd.,Far Rockaway,NY,11691,40.595237,-73.7539981,unconfirmed
Mix/Other,35 Tons,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Limited-Use Fill,35 Cubic Yards,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Mix/Other,35 Cubic Yards,Russo Reycling Company,248-12 Brookville Boulevard Rosedale New York,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Mix/Other,35 Cubic Yards,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Mix/Other,Unknown,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",Silver Pointe Beach Club,2189 Atlantic Boulevard,Atlantic Beach,NY,11509,40.586929,-73.7504809,confirmed
Mix/Other,40 Cubic Yards,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",Silver Pointe Beach Club,2189 Atlantic Boulevard,Atlantic Beach,NY,11509,40.586929,-73.7504809,confirmed
Mix/Other,40 Cubic Yards,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard Rosedale NY Zip: 11422,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",Silver Pointe Beach Club,2189 Atlantic Boulevard,Atlantic Beach,NY,11509,40.586929,-73.7504809,confirmed
Mix/Other,40 Cubic Yards,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard Rosedale,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",Silver Pointe Beach Club,2189 Atlantic Boulevard,Atlantic Beach,NY,11509,40.586929,-73.7504809,confirmed
Mix/Other,40 Cubic Yards,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",Silver Pointe Beach Club,2189 Atlantic Boulevard,Atlantic Beach,NY,11509,40.586929,-73.7504809,confirmed
Mix/Other,Unconfirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",Silver Pointe Beach Club,2189 Atlantic Boulevard,Atlantic Beach,NY,11509,40.586929,-73.7504809,confirmed
Mix/Other,35 Cubic Yards,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Mix/Other,35 Cubic Yards,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Reycling Company,248-12 Brookville Boulevard Rosedale NY Zip: 11422,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Mix/Other,35 Cubic Yards,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Limited-Use Fill,35 Cubic Yards,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Limited-Use Fill,35 Cubic Yards,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Mix/Other,35 Cubic Yards,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Mix/Other,35 Cubic Yards,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Limited-Use Fill,35 Cubic Yards,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Limited-Use Fill,35 Cubic Yards,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Mix/Other,35 Cubic Yards,ESA CQ033-Mid Storage Yard (Tutor Perini Corporation),43-47 Queens Street (Site Entrance),"Long Island City, Queens",NY,11101,40.7472814,-73.9390523,unconfirmed,MTA-ESA CQ033,"29-76 Northern Blvd., 5th Floor",Long Island City,NY,11101,"Russo Development Enterprises, Inc.",Russo Recycling Company,24812 Brookville Blvd,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed
Mix/Other,35 Cubic Yards,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
General Fill,35 Cubic Yards,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Mix/Other,35 Tons,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Mix/Other,35 Cubic Yards,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Limited-Use Fill,35 Cubic Yards,ESA CQ033-Mid Storage Yard (Tutor Perini Corporation),43-47 Queens Street (Site Entrance),"Long Island City, Queens",NY,11101,40.7472814,-73.9390523,unconfirmed,MTA-ESA CQ033,"29-76 Northern Blvd., 5th Floor",Long Island City,NY,11101,"Russo Development Enterprises, Inc.",Russo Recycling Company,24812 Brookville Blvd,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed
Limited-Use Fill,35 Cubic Yards,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Mix/Other,35 Cubic Yards,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Residue,35 Cubic Yards,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Mix/Other,40 Tons,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.","Cardone Concrete, Inc. for Wavecrest Gardens",Beach 22 Street & Seagirt Blvd.,Far Rockaway,NY,11691,40.6011929,-73.7554786,unconfirmed
Mix/Other,40 Tons,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.","Cardone Concrete, Inc. for Wavecrest Gardens",Beach 22 Street & Seagirt Blvd.,Far Rockaway,NY,11691,40.6011929,-73.7554786,unconfirmed
Mix/Other,40 Tons,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.","Cardone Concrete, Inc. for Wavecrest Gardens",Beach 22 Street & Seagirt Blvd.,Far Rockaway,NY,11691,40.6011929,-73.7554786,unconfirmed
Limited-Use Fill,40 Cubic Yards,Russo Recycling Company,248-12 Brookville Blvd. Rosedale,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Blvd.,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",Wavecrest Gardens,Beach 20 St. & Seagirt Blvd.,Far Rockaway,NY,11691,40.595237,-73.7539981,unconfirmed
Limited-Use Fill,40 Cubic Yards,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Blvd.,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",Wavecrest Gardens,Beach 20 St. & Seagirt Blvd.,Far Rockaway,NY,11691,40.595237,-73.7539981,unconfirmed
Mix/Other,Unconfirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Blvd.,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",Wavecrest Gardens,Beach 20 St. & Seagirt Blvd.,Far Rockaway,NY,11691,40.595237,-73.7539981,unconfirmed
Limited-Use Fill,40 Cubic Yards,Russo Recycling Company,248-12 Brookville Blvd.,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Blvd.,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",Wavecrest Gardens,Beach 20 St. & Seagirt Blvd.,Far Rockaway,NY,11691,40.595237,-73.7539981,unconfirmed
Limited-Use Fill,40 Cubic Yards,Russo Recycling Company,248-12 Brookville Blvd.,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Blvd.,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",Wavecrest Gardens,Beach 20 St. & Seagirt Blvd.,Far Rockaway,NY,11691,40.595237,-73.7539981,unconfirmed
Mix/Other,40 Cubic Yards,Russo Recycling Company,248-12 Brookville Blvd. Rosedale,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Blvd.,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",Wavecrest Gardens,Beach 20 St. & Seagirt Blvd.,Far Rockaway,NY,11691,40.595237,-73.7539981,unconfirmed
Limited-Use Fill,30 Tons,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",Amityville Highway Department,80 Sterling Place,Amityville,NY,11701,40.6814559,-73.4208984,confirmed
Mix/Other,30 Cubic Yards,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brockville Boulevard Rosedale,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",Town of Babylon Recycling Center,57 Field Street,West Babylon,NY,11704,40.7321612,-73.3872518,confirmed
Limited-Use Fill,30 Tons,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",Town of Babylon Recycling Center,57 Field Street,West Babylon,NY,11704,40.7321612,-73.3872518,confirmed
Construction Waste,7.86 Tons,Unknown,700 ATLANTIC AVENUE,BROOKLYN,NY,Unknown,40.6825141,-73.9724975,unconfirmed,RUSSE DEVELOPMENT ENT.,67 ERST AVENE LAWRENCE,BROOKLYN,NY,11559,"Russo Development Enterprises, Inc.",Cooper Recycling,123 Varick Ave,Brooklyn,NY,11237,40.7099207,-73.9291852,confirmed
Limited-Use Fill,30 Cubic Yards,Unknown,700-728 Atlantic Avenue,Brooklyn,NY,11217,40.6825141,-73.9724975,unconfirmed,"Russo Development Enterprises, Inc.",67 East Avenue,Lawrence,NY,11559,"Russo Development Enterprises, Inc.",Russo Recycling Company,24812 Brookville Blvd,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed
Mix/Other,35 Tons,"Russo Development Enterprises, Inc.",700-728 Atlantic Avenue,Brooklyn,NY,11217,40.6825141,-73.9724975,unconfirmed,"Russo Development Enterprises, Inc.",67 East Avenue Lawrence,Lawrence,NY,11559,"Russo Development Enterprises, Inc.",Russo Recycling Company,24812 Brookville Blvd,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed
Mix/Other,Unconfirmed,"Russo Development Enterprises, Inc.",700-728 Atlantic Avenue,Brooklyn,NY,11217,40.6825141,-73.9724975,unconfirmed,"Russo Development Enterprises, Inc.",67 East Avenue Lawrence NY 11559,Lawrence,NY,11559,"Russo Development Enterprises, Inc.",Russo Recycling Company,24812 Brookville Blvd,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed
Mix/Other,30 Tons,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",Town of Babylon Recycling Center,57 Field Street,West Babylon,NY,11704,40.7321612,-73.3872518,confirmed
Mix/Other,30 Tons,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",Town of Babylon Recycling Center,57 Field Street,West Babylon,NY,11704,40.7321612,-73.3872518,confirmed
Limited-Use Fill,35 Cubic Yards,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",Valley Stream D.P.W.,175 Arlington Avenue,Valley Stream,NY,11580,40.6765686,-73.7188954,confirmed
Mix/Other,30 Cubic Yards,Unknown,700-728 Atlantic Avenue,Brooklyn,NY,11217,40.6825141,-73.9724975,unconfirmed,"Russo Development Enterprises, Inc.",67 East Avenue,Lawrence,NY,11559,"Russo Development Enterprises, Inc.",Russo Recycling Company,24812 Brookville Blvd,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed
Mix/Other,40 Tons,Russo Recycling Company,248-12 Brockville Boulevard,Rosedale,NY,11422,40.6575584,-73.7330753,unconfirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.","Cardone Concrete, Inc. for Wavecrest Gardens",Beach 22 Street & Seagirt Blvd.,Far Rockaway,NY,11691,40.6011929,-73.7554786,unconfirmed
Mix/Other,40 Tons,Russo Recyding Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.","Cardone Concrete, Inc. for Wavecrest Gardens",Beach 22 Street & Seagirt Blvd.,Far Rockaway,NY,11691,40.6011929,-73.7554786,unconfirmed
Mix/Other,40 Cubic Yards,Russo Recyding Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recyding Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.","Cardone Concrete, Inc. for Wavecrest Gardens",Beach 22 Street & Seagirt Blvd.,Far Rockaway,NY,11691,40.6011929,-73.7554786,unconfirmed
Mix/Other,40 Tons,Russo Recyding Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.","Cardone Concrete, Inc. for Wavecrest Gardens",Beach 22 Street & Seagirt Blvd.,Far Rockaway,NY,11691,40.6011929,-73.7554786,unconfirmed
Mix/Other,40 Tons,Russo Recyding Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.","Cardone Concrete, Inc. for Wavecrest Gardens",Beach 22 Street & Seagirt Blvd.,Far Rockaway,NY,11691,40.6011929,-73.7554786,unconfirmed
Mix/Other,40 Cubic Yards,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.","Cardone Concrete, Inc. for Wavecrest Gardens",Beach 22 Street & Seagirt Blvd.,Far Rockaway,NY,11691,40.6011929,-73.7554786,unconfirmed
Limited-Use Fill,40 Cubic Yards,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Blvd.,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",Wavecrest Gardens,Beach 20 St. & Seagirt Blvd.,Far Rockaway,NY,11691,40.595237,-73.7539981,unconfirmed
Mix/Other,40 Cubic Yards,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Blvd.,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",Wavecrest Gardens,Beach 20 St. & Seagirt Blvd.,Far Rockaway,NY,11691,40.595237,-73.7539981,unconfirmed
Limited-Use Fill,40 Cubic Yards,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Blvd.,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",Wavecrest Gardens,Beach 20 St. & Seagirt Blvd.,Far Rockaway,NY,11691,40.595237,-73.7539981,unconfirmed
Mix/Other,40 Cubic Yards,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Blvd.,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",Wavecrest Gardens,Beach 20 St. & Seagirt Blvd.,Far Rockaway,NY,11691,40.595237,-73.7539981,unconfirmed
Limited-Use Fill,30 Tons,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",LIDO GOLF CLUB,255 L500 BLVD.,LIDO BEACH,NY,11561,40.5889926,-73.6254072,unconfirmed
Mix/Other,30 Cubic Yards,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",FREEPORT D.P.W.,355 ALBANY AVENUE,FREEPORT,NY,11520,40.6457602,-73.5679222,confirmed
General Fill,Unconfirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",FREEPORT D.P.W.,355 ALBANY AVENUE,FREEPORT,NY,11520,40.6457602,-73.5679222,confirmed
